"unified_id"	"native_id"	"alt_id"	"id_type"	"tissue"	"hist_primary"	"hist_secondary"	"match_id"
"201T_LUNG"	"201T"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"201T"
"A427_LUNG"	"A427"	NA	"cosmic_clp"	"lung"	"carcinoma"	"NS"	"A427"
"A427_LUNG"	"A427"	"910851"	"gdsc"	"lung"	"lung_NSCLC_not_specified"	NA	"A427"
"A427_LUNG"	"A427"	NA	"eurofins"	"lung"	"carcinoma"	"NS"	"A427"
"A549_LUNG"	"A549_LUNG"	"A549"	"CCLE"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"A549"
"A549_LUNG"	"A549"	NA	"cosmic_clp"	"lung"	"carcinoma"	"NS"	"A549"
"A549_LUNG"	"A549"	"905949"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"A549"
"A549_LUNG"	"A549"	NA	"eurofins"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"A549"
"ABC1_LUNG"	"ABC1_LUNG"	"ABC-1"	"CCLE"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"ABC1"
"ABC1_LUNG"	"ABC-1"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"ABC1"
"ABC1_LUNG"	"ABC-1"	"906791"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"ABC1"
"AU565_BREAST"	"AU565_BREAST"	"AU565"	"CCLE"	"breast"	"carcinoma"	"NS"	"AU565"
"AU565_BREAST"	"AU565"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"AU565"
"AU565_BREAST"	"AU565"	"910704"	"gdsc"	"breast"	"breast"	NA	"AU565"
"AU565_BREAST"	"AU565"	NA	"eurofins"	"breast"	"carcinoma"	"NS"	"AU565"
"BEN_LUNG"	"BEN_LUNG"	"BEN"	"CCLE"	"lung"	"carcinoma"	"NS"	"BEN"
"BEN_LUNG"	"BEN"	NA	"cosmic_clp"	"lung"	"carcinoma"	"NS"	"BEN"
"BEN_LUNG"	"BEN"	"753534"	"gdsc"	"lung"	"lung_NSCLC_not_specified"	NA	"BEN"
"BT20_BREAST"	"BT20_BREAST"	"BT-20"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"BT20"
"BT20_BREAST"	"BT-20"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"BT20"
"BT20_BREAST"	"BT-20"	"906801"	"gdsc"	"breast"	"breast"	NA	"BT20"
"BT20_BREAST"	"BT20"	NA	"eurofins"	"breast"	"carcinoma"	"ductal_carcinoma"	"BT20"
"BT474_BREAST"	"BT474_BREAST"	"BT-474"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"BT474"
"BT474_BREAST"	"BT-474"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"BT474"
"BT474_BREAST"	"BT-474"	"946359"	"gdsc"	"breast"	"breast"	NA	"BT474"
"BT474_BREAST"	"BT474"	NA	"eurofins"	"breast"	"carcinoma"	"ductal_carcinoma"	"BT474"
"BT483_BREAST"	"BT483_BREAST"	"BT-483"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"BT483"
"BT483_BREAST"	"BT-483"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"BT483"
"BT549_BREAST"	"BT549_BREAST"	"BT-549"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"BT549"
"BT549_BREAST"	"BT-549"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"BT549"
"BT549_BREAST"	"BT-549"	"905951"	"gdsc"	"breast"	"breast"	NA	"BT549"
"BT549_BREAST"	"BT-549"	NA	"eurofins"	"breast"	"carcinoma"	"ductal_carcinoma"	"BT549"
"CAL120_BREAST"	"CAL120_BREAST"	"CAL-120"	"CCLE"	"breast"	"carcinoma"	"NS"	"CAL120"
"CAL120_BREAST"	"CAL-120"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"CAL120"
"CAL120_BREAST"	"CAL-120"	"906826"	"gdsc"	"breast"	"breast"	NA	"CAL120"
"CAL12T_LUNG"	"CAL12T_LUNG"	"CAL-12T"	"CCLE"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"CAL12T"
"CAL12T_LUNG"	"CAL-12T"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"CAL12T"
"CAL12T_LUNG"	"CAL-12T"	"753540"	"gdsc"	"lung"	"lung_NSCLC_not_specified"	NA	"CAL12T"
"CAL148_BREAST"	"CAL148_BREAST"	"CAL-148"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"CAL148"
"CAL148_BREAST"	"CAL-148"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"CAL148"
"CAL148_BREAST"	"CAL-148"	"924106"	"gdsc"	"breast"	"breast"	NA	"CAL148"
"CAL51_BREAST"	"CAL51_BREAST"	"CAL-51"	"CCLE"	"breast"	"carcinoma"	"NS"	"CAL51"
"CAL51_BREAST"	"CAL-51"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"CAL51"
"CAL51_BREAST"	"CAL-51"	"910927"	"gdsc"	"breast"	"breast"	NA	"CAL51"
"CAL851_BREAST"	"CAL851_BREAST"	"CAL-85-1"	"CCLE"	"breast"	"carcinoma"	"NS"	"CAL851"
"CAL851_BREAST"	"CAL-85-1"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"CAL851"
"CAL851_BREAST"	"CAL-85-1"	"910852"	"gdsc"	"breast"	"breast"	NA	"CAL851"
"CALU1_LUNG"	"CALU1_LUNG"	"Calu-1"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"CALU1"
"CALU1_LUNG"	"Calu-1"	"724858"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"CALU1"
"CALU1_LUNG"	"Calu1"	NA	"eurofins"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"CALU1"
"CALU3_LUNG"	"CALU3_LUNG"	"Calu-3"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"CALU3"
"CALU3_LUNG"	"Calu-3"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"CALU3"
"CALU3_LUNG"	"Calu-3"	"687777"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"CALU3"
"CALU6_LUNG"	"CALU6_LUNG"	"Calu-6"	"CCLE"	"lung"	"carcinoma"	"undifferentiated_carcinoma"	"CALU6"
"CALU6_LUNG"	"Calu-6"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"CALU6"
"CALU6_LUNG"	"Calu-6"	"724859"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"CALU6"
"CALU6_LUNG"	"Calu6"	NA	"eurofins"	"lung"	"carcinoma"	"undifferentiated_carcinoma"	"CALU6"
"CAMA1_BREAST"	"CAMA1_BREAST"	"CAMA-1"	"CCLE"	"breast"	"carcinoma"	"NS"	"CAMA1"
"CAMA1_BREAST"	"CAMA-1"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"CAMA1"
"CAMA1_BREAST"	"CAMA-1"	"946382"	"gdsc"	"breast"	"breast"	NA	"CAMA1"
"CAMA1_BREAST"	"CAMA-1"	NA	"eurofins"	"breast"	"carcinoma"	"NS"	"CAMA1"
"CHAGOK1_LUNG"	"CHAGOK1_LUNG"	"ChaGo-K-1"	"CCLE"	"lung"	"carcinoma"	"NS"	"CHAGOK1"
"CHAGOK1_LUNG"	"ChaGo-K-1"	NA	"cosmic_clp"	"lung"	"carcinoma"	"NS"	"CHAGOK1"
"CHAGOK1_LUNG"	"ChaGo-K-1"	"687596"	"gdsc"	"lung"	"lung_NSCLC_not_specified"	NA	"CHAGOK1"
"CHAGOK1_LUNG"	"ChaGoK1"	NA	"eurofins"	"lung"	"carcinoma"	"NS"	"CHAGOK1"
"COLO668_LUNG"	"COLO668_LUNG"	"COLO 668"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"COLO668"
"COLO668_LUNG"	"COLO-668"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"COLO668"
"COLO668_LUNG"	"COLO-668"	"910692"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"COLO668"
"COLO824_BREAST"	"COLO-824"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"COLO824"
"COLO824_BREAST"	"COLO-824"	"906812"	"gdsc"	"breast"	"breast"	NA	"COLO824"
"CORL105_LUNG"	"CORL105_LUNG"	"COR-L105"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"CORL105"
"CORL105_LUNG"	"COR-L105"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"CORL105"
"CORL105_LUNG"	"COR-L105"	"906805"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"CORL105"
"CORL105_LUNG"	"COR-L105"	NA	"eurofins"	"lung"	"carcinoma"	"adenocarcinoma"	"CORL105"
"CORL23_LUNG"	"CORL23_LUNG"	"COR-L23"	"CCLE"	"lung"	"carcinoma"	"large_cell_carcinoma"	"CORL23"
"CORL23_LUNG"	"COR-L23"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"CORL23"
"CORL23_LUNG"	"COR-L23"	"687780"	"gdsc"	"lung"	"lung_NSCLC_large_cell"	NA	"CORL23"
"CORL23_LUNG"	"COR-L23"	NA	"eurofins"	"lung"	"carcinoma"	"large_cell_carcinoma"	"CORL23"
"CORL24_LUNG"	"CORL24_LUNG"	"COR-L24"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL24"
"CORL279_LUNG"	"CORL279_LUNG"	"COR-L279"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL279"
"CORL279_LUNG"	"COR-L279"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL279"
"CORL279_LUNG"	"COR-L279"	"910937"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"CORL279"
"CORL303_LUNG"	"COR-L303"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL303"
"CORL311_LUNG"	"CORL311_LUNG"	"COR-L311"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL311"
"CORL311_LUNG"	"COR-L311"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL311"
"CORL32_LUNG"	"COR-L32"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL32"
"CORL47_LUNG"	"CORL47_LUNG"	"COR-L47"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL47"
"CORL51_LUNG"	"CORL51_LUNG"	"COR-L51"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL51"
"CORL88_LUNG"	"CORL88_LUNG"	"COR-L88"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL88"
"CORL88_LUNG"	"COR-L88"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL88"
"CORL88_LUNG"	"COR-L88"	"906808"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"CORL88"
"CORL95_LUNG"	"CORL95_LUNG"	"COR-L95"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL95"
"CORL95_LUNG"	"COR-L95"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL95"
"CPCN_LUNG"	"CPCN_LUNG"	"CPC-N"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CPCN"
"CPCN_LUNG"	"CPC-N"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CPCN"
"CPCN_LUNG"	"CPC-N"	"753547"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"CPCN"
"DFCI024_LUNG"	"DFCI024_LUNG"	"DFCI024"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"DFCI024"
"DMS114_LUNG"	"DMS114_LUNG"	"DMS 114"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS114"
"DMS114_LUNG"	"DMS-114"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS114"
"DMS114_LUNG"	"DMS-114"	"687983"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"DMS114"
"DMS114_LUNG"	"DMS114"	NA	"eurofins"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS114"
"DMS153_LUNG"	"DMS153_LUNG"	"DMS 153"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS153"
"DMS153_LUNG"	"DMS-153"	"687984"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"DMS153"
"DMS273_LUNG"	"DMS273_LUNG"	"DMS 273"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS273"
"DMS273_LUNG"	"DMS-273"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS273"
"DMS273_LUNG"	"DMS-273"	"687985"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"DMS273"
"DMS273_LUNG"	"DMS273"	NA	"eurofins"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS273"
"DMS454_LUNG"	"DMS454_LUNG"	"DMS 454"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS454"
"DMS53_LUNG"	"DMS53_LUNG"	"DMS 53"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS53"
"DMS53_LUNG"	"DMS-53"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS53"
"DMS53_LUNG"	"DMS-53"	"907295"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"DMS53"
"DMS53_LUNG"	"DMS53"	NA	"eurofins"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS53"
"DMS79_LUNG"	"DMS79_LUNG"	"DMS 79"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS79"
"DMS79_LUNG"	"DMS-79"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS79"
"DMS79_LUNG"	"DMS-79"	"753551"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"DMS79"
"DU4475_BREAST"	"DU4475_BREAST"	"DU4475"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"DU4475"
"DU4475_BREAST"	"DU-4475"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"DU4475"
"DU4475_BREAST"	"DU-4475"	"906844"	"gdsc"	"breast"	"breast"	NA	"DU4475"
"DV90_LUNG"	"DV90_LUNG"	"DV-90"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"DV90"
"DV90_LUNG"	"DV-90"	"753553"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"DV90"
"EBC1_LUNG"	"EBC1_LUNG"	"EBC-1"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"EBC1"
"EBC1_LUNG"	"EBC-1"	NA	"cosmic_clp"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"EBC1"
"EFM19_BREAST"	"EFM19_BREAST"	"EFM-19"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"EFM19"
"EFM19_BREAST"	"EFM-19"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"EFM19"
"EFM19_BREAST"	"EFM-19"	"906851"	"gdsc"	"breast"	"breast"	NA	"EFM19"
"EFM19_BREAST"	"EFM-19"	NA	"eurofins"	"breast"	"carcinoma"	"ductal_carcinoma"	"EFM19"
"EFM192A_BREAST"	"EFM192A_BREAST"	"EFM-192A"	"CCLE"	"breast"	"carcinoma"	"NS"	"EFM192A"
"EFM192A_BREAST"	"EFM-192A"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"EFM192A"
"EKVX_LUNG"	"EKVX"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"EKVX"
"EKVX_LUNG"	"EKVX"	"905970"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"EKVX"
"EMCBAC1_LUNG"	"EMC-BAC-1"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"EMCBAC1"
"EMCBAC2_LUNG"	"EMC-BAC-2"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"EMCBAC2"
"EPLC272H_LUNG"	"EPLC272H_LUNG"	"EPLC-272H"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"EPLC272H"
"EPLC272H_LUNG"	"EPLC-272H"	NA	"cosmic_clp"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"EPLC272H"
"EPLC272H_LUNG"	"EPLC-272H"	"753556"	"gdsc"	"lung"	"lung_NSCLC_squamous_cell_carcinoma"	NA	"EPLC272H"
"EVSAT_BREAST"	"EVSAT_BREAST"	"EVSA-T"	"CCLE"	"breast"	"carcinoma"	"NS"	"EVSAT"
"EVSAT_BREAST"	"EVSA-T"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"EVSAT"
"EVSAT_BREAST"	"EVSA-T"	"906862"	"gdsc"	"breast"	"breast"	NA	"EVSAT"
"H3255_LUNG"	"H3255"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"H3255"
"HARA_LUNG"	"HARA_LUNG"	"HARA"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"HARA"
"HARA_LUNG"	"HARA"	NA	"cosmic_clp"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"HARA"
"HCC1143_BREAST"	"HCC1143_BREAST"	"HCC1143"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1143"
"HCC1143_BREAST"	"HCC1143"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1143"
"HCC1143_BREAST"	"HCC1143"	"749710"	"gdsc"	"breast"	"breast"	NA	"HCC1143"
"HCC1171_LUNG"	"HCC1171_LUNG"	"HCC-1171"	"CCLE"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"HCC1171"
"HCC1187_BREAST"	"HCC1187_BREAST"	"HCC1187"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1187"
"HCC1187_BREAST"	"HCC1187"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1187"
"HCC1187_BREAST"	"HCC1187"	"749711"	"gdsc"	"breast"	"breast"	NA	"HCC1187"
"HCC1195_LUNG"	"HCC1195_LUNG"	"HCC-1195"	"CCLE"	"lung"	"carcinoma"	"mixed_adenosquamous_carcinoma"	"HCC1195"
"HCC1359_LUNG"	"HCC1359_LUNG"	"HCC-1359"	"CCLE"	"lung"	"carcinoma"	"large_cell_carcinoma"	"HCC1359"
"HCC1395_BREAST"	"HCC1395_BREAST"	"HCC1395"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1395"
"HCC1395_BREAST"	"HCC1395"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1395"
"HCC1395_BREAST"	"HCC1395"	"749712"	"gdsc"	"breast"	"breast"	NA	"HCC1395"
"HCC1419_BREAST"	"HCC1419_BREAST"	"HCC1419"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1419"
"HCC1419_BREAST"	"HCC1419"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1419"
"HCC1419_BREAST"	"HCC1419"	"907045"	"gdsc"	"breast"	"breast"	NA	"HCC1419"
"HCC1428_BREAST"	"HCC1428_BREAST"	"HCC1428"	"CCLE"	"breast"	"carcinoma"	"NS"	"HCC1428"
"HCC1428_BREAST"	"HCC1428"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"HCC1428"
"HCC1438_LUNG"	"HCC1438_LUNG"	"HCC-1438"	"CCLE"	"lung"	"carcinoma"	"large_cell_carcinoma"	"HCC1438"
"HCC15_LUNG"	"HCC15_LUNG"	"HCC-15"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"HCC15"
"HCC15_LUNG"	"HCC-15"	NA	"cosmic_clp"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"HCC15"
"HCC1500_BREAST"	"HCC1500_BREAST"	"HCC1500"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1500"
"HCC1500_BREAST"	"HCC1500"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"HCC1500"
"HCC1569_BREAST"	"HCC1569_BREAST"	"HCC1569"	"CCLE"	"breast"	"carcinoma"	"metaplastic_carcinoma"	"HCC1569"
"HCC1569_BREAST"	"HCC1569"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"HCC1569"
"HCC1569_BREAST"	"HCC1569"	"907046"	"gdsc"	"breast"	"breast"	NA	"HCC1569"
"HCC1588_LUNG"	"HCC1588_LUNG"	"HCC-1588"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"HCC1588"
"HCC1599_BREAST"	"HCC1599_BREAST"	"HCC1599"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1599"
"HCC1599_BREAST"	"HCC1599"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1599"
"HCC1599_BREAST"	"HCC1599"	"749713"	"gdsc"	"breast"	"breast"	NA	"HCC1599"
"HCC1806_BREAST"	"HCC1806_BREAST"	"HCC1806"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1806"
"HCC1806_BREAST"	"HCC1806"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1806"
"HCC1806_BREAST"	"HCC1806"	"907047"	"gdsc"	"breast"	"breast"	NA	"HCC1806"
"HCC1833_LUNG"	"HCC1833_LUNG"	"HCC-1833"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"HCC1833"
"HCC1897_LUNG"	"HCC1897_LUNG"	"HCC-1897"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"HCC1897"
"HCC1937_BREAST"	"HCC1937_BREAST"	"HCC1937"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1937"
"HCC1937_BREAST"	"HCC1937"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1937"
"HCC1937_BREAST"	"HCC1937"	"749714"	"gdsc"	"breast"	"breast"	NA	"HCC1937"
"HCC1954_BREAST"	"HCC1954_BREAST"	"HCC1954"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1954"
"HCC1954_BREAST"	"HCC1954"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC1954"
"HCC1954_BREAST"	"HCC1954"	"749709"	"gdsc"	"breast"	"breast"	NA	"HCC1954"
"HCC202_BREAST"	"HCC202_BREAST"	"HCC202"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC202"
"HCC202_BREAST"	"HCC202"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"HCC202"
"HCC2108_LUNG"	"HCC2108_LUNG"	"HCC-2108"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"HCC2108"
"HCC2157_BREAST"	"HCC2157_BREAST"	"HCC2157"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC2157"
"HCC2157_BREAST"	"HCC2157"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC2157"
"HCC2157_BREAST"	"HCC2157"	"749715"	"gdsc"	"breast"	"breast"	NA	"HCC2157"
"HCC2218_BREAST"	"HCC2218_BREAST"	"HCC2218"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC2218"
"HCC2218_BREAST"	"HCC2218"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC2218"
"HCC2218_BREAST"	"HCC2218"	"749716"	"gdsc"	"breast"	"breast"	NA	"HCC2218"
"HCC2279_LUNG"	"HCC2279_LUNG"	"HCC-2279"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"HCC2279"
"HCC2814_LUNG"	"HCC2814_LUNG"	"HCC-2814"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"HCC2814"
"HCC2935_LUNG"	"HCC2935_LUNG"	"HCC2935"	"CCLE"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"HCC2935"
"HCC33_LUNG"	"HCC33_LUNG"	"HCC-33"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"HCC33"
"HCC33_LUNG"	"HCC-33"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"HCC33"
"HCC364_LUNG"	"HCC364_LUNG"	"HCC364"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"HCC364"
"HCC366_LUNG"	"HCC366_LUNG"	"HCC-366"	"CCLE"	"lung"	"carcinoma"	"mixed_adenosquamous_carcinoma"	"HCC366"
"HCC366_LUNG"	"HCC-366"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"HCC366"
"HCC38_BREAST"	"HCC38_BREAST"	"HCC38"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC38"
"HCC38_BREAST"	"HCC38"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC38"
"HCC38_BREAST"	"HCC38"	"749717"	"gdsc"	"breast"	"breast"	NA	"HCC38"
"HCC4006_LUNG"	"HCC4006_LUNG"	"HCC4006"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"HCC4006"
"HCC44_LUNG"	"HCC44_LUNG"	"HCC-44"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"HCC44"
"HCC44_LUNG"	"HCC-44"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"HCC44"
"HCC70_BREAST"	"HCC70_BREAST"	"HCC70"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC70"
"HCC70_BREAST"	"HCC70"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC70"
"HCC70_BREAST"	"HCC70"	"907048"	"gdsc"	"breast"	"breast"	NA	"HCC70"
"HCC70_BREAST"	"HCC70"	NA	"eurofins"	"breast"	"carcinoma"	"ductal_carcinoma"	"HCC70"
"HCC78_LUNG"	"HCC78_LUNG"	"HCC-78"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"HCC78"
"HCC78_LUNG"	"HCC-78"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"HCC78"
"HCC827_LUNG"	"HCC827_LUNG"	"HCC827"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"HCC827"
"HCC827_LUNG"	"HCC-827"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"HCC827"
"HCC827GR5_LUNG"	"HCC827GR5_LUNG"	"HCC-827-GR5"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"HCC827GR5"
