"unified_id"	"native_id"	"alt_id"	"id_type"	"tissue"	"match_id"
"5637_URINARY_TRACT"	"5637"	NA	"eurofins"	"Bladder"	"5637"
"59M_OVARY"	"59M_OVARY"	"59M"	"CCLE"	"ovary"	"59M"
"639V_URINARY_TRACT"	"639V_URINARY_TRACT"	"639-V"	"CCLE"	"urinary_tract"	"639V"
"639V_URINARY_TRACT"	"639-V"	NA	"cosmic_clp"	"urinary_tract"	"639V"
"639V_URINARY_TRACT"	"639-V"	"906798"	"gdsc"	"urogenital_system"	"639V"
"639V_URINARY_TRACT"	"639-V"	NA	"eurofins"	"Bladder"	"639V"
"647V_URINARY_TRACT"	"647V_URINARY_TRACT"	"647-V"	"CCLE"	"urinary_tract"	"647V"
"647V_URINARY_TRACT"	"647-V"	NA	"cosmic_clp"	"urinary_tract"	"647V"
"647V_URINARY_TRACT"	"647-V"	"906797"	"gdsc"	"urogenital_system"	"647V"
"647V_URINARY_TRACT"	"647-V"	NA	"eurofins"	"Bladder"	"647V"
"697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"697"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"697"
"697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"697"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"697"
"697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"697"	"906800"	"gdsc"	"blood"	"697"
"769P_KIDNEY"	"769P_KIDNEY"	"769-P"	"CCLE"	"kidney"	"769P"
"769P_KIDNEY"	"769-P"	NA	"cosmic_clp"	"kidney"	"769P"
"769P_KIDNEY"	"769-P"	"910922"	"gdsc"	"kidney"	"769P"
"769P_KIDNEY"	"769-P"	NA	"eurofins"	"Kidney"	"769P"
"7860_KIDNEY"	"786-0"	NA	"cosmic_clp"	"kidney"	"7860"
"7860_KIDNEY"	"786-0"	"905947"	"gdsc"	"kidney"	"7860"
"786O_KIDNEY"	"786O_KIDNEY"	"786-O"	"CCLE"	"kidney"	"786O"
"786O_KIDNEY"	"786-O"	NA	"eurofins"	"Kidney"	"786O"
"8305C_THYROID"	"8305C_THYROID"	"8305C"	"CCLE"	"thyroid"	"8305C"
"8305C_THYROID"	"8305C"	NA	"cosmic_clp"	"thyroid"	"8305C"
"8305C_THYROID"	"8305C"	"906795"	"gdsc"	"thyroid"	"8305C"
"8505C_THYROID"	"8505C_THYROID"	"8505C"	"CCLE"	"thyroid"	"8505C"
"8505C_THYROID"	"8505C"	NA	"cosmic_clp"	"thyroid"	"8505C"
"8505C_THYROID"	"8505C"	"924102"	"gdsc"	"thyroid"	"8505C"
"8MGBA_CENTRAL_NERVOUS_SYSTEM"	"8MGBA_CENTRAL_NERVOUS_SYSTEM"	"8-MG-BA"	"CCLE"	"central_nervous_system"	"8MGBA"
"8MGBA_CENTRAL_NERVOUS_SYSTEM"	"8-MG-BA"	NA	"cosmic_clp"	"central_nervous_system"	"8MGBA"
"8MGBA_CENTRAL_NERVOUS_SYSTEM"	"8-MG-BA"	"687562"	"gdsc"	"nervous_system"	"8MGBA"
"A101D_SKIN"	"A101D_SKIN"	"A101D"	"CCLE"	"skin"	"A101D"
"A101D_SKIN"	"A101D"	NA	"cosmic_clp"	"skin"	"A101D"
"A101D_SKIN"	"A101D"	"910921"	"gdsc"	"skin"	"A101D"
"A101D_SKIN"	"A101D"	NA	"eurofins"	"Skin"	"A101D"
"A1207_CENTRAL_NERVOUS_SYSTEM"	"A1207_CENTRAL_NERVOUS_SYSTEM"	"A1207"	"CCLE"	"central_nervous_system"	"A1207"
"A172_CENTRAL_NERVOUS_SYSTEM"	"A172_CENTRAL_NERVOUS_SYSTEM"	"A172"	"CCLE"	"central_nervous_system"	"A172"
"A172_CENTRAL_NERVOUS_SYSTEM"	"A172"	NA	"cosmic_clp"	"central_nervous_system"	"A172"
"A172_CENTRAL_NERVOUS_SYSTEM"	"A172"	"687563"	"gdsc"	"nervous_system"	"A172"
"A172_CENTRAL_NERVOUS_SYSTEM"	"A172"	NA	"eurofins"	"CNS"	"A172"
"A204_SOFT_TISSUE"	"A204_SOFT_TISSUE"	"A-204"	"CCLE"	"soft_tissue"	"A204"
"A204_SOFT_TISSUE"	"A204"	NA	"cosmic_clp"	"soft_tissue"	"A204"
"A204_SOFT_TISSUE"	"A204"	"910784"	"gdsc"	"soft_tissue"	"A204"
"A204_SOFT_TISSUE"	"A204"	NA	"eurofins"	"Soft Tissue (Rhabdomyosarcoma)"	"A204"
"A2058_SKIN"	"A2058_SKIN"	"A2058"	"CCLE"	"skin"	"A2058"
"A2058_SKIN"	"A2058"	NA	"cosmic_clp"	"skin"	"A2058"
"A2058_SKIN"	"A2058"	"906792"	"gdsc"	"skin"	"A2058"
"A253_SALIVARY_GLAND"	"A253_SALIVARY_GLAND"	"A-253"	"CCLE"	"salivary_gland"	"A253"
"A253_SALIVARY_GLAND"	"A253"	NA	"cosmic_clp"	"salivary_gland"	"A253"
"A253_SALIVARY_GLAND"	"A253"	"906794"	"gdsc"	"aero_digestive_tract"	"A253"
"A2780_OVARY"	"A2780_OVARY"	"A2780"	"CCLE"	"ovary"	"A2780"
"A2780_OVARY"	"A2780"	NA	"cosmic_clp"	"ovary"	"A2780"
"A2780_OVARY"	"A2780"	"906804"	"gdsc"	"urogenital_system"	"A2780"
"A375_SKIN"	"A375_SKIN"	"A-375"	"CCLE"	"skin"	"A375"
"A375_SKIN"	"A375"	NA	"cosmic_clp"	"skin"	"A375"
"A375_SKIN"	"A375"	"906793"	"gdsc"	"skin"	"A375"
"A375_SKIN"	"A375"	NA	"eurofins"	"Skin"	"A375"
"A388_SKIN"	"A388"	NA	"cosmic_clp"	"skin"	"A388"
"A388_SKIN"	"A388"	"910697"	"gdsc"	"skin"	"A388"
"A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"A3/KAW"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"A3KAW"
"A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"A3-KAW"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"A3KAW"
"A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"A3-KAW"	"910935"	"gdsc"	"blood"	"A3KAW"
"A427_LUNG"	"A427"	NA	"cosmic_clp"	"lung"	"A427"
"A427_LUNG"	"A427"	"910851"	"gdsc"	"lung"	"A427"
"A427_LUNG"	"A427"	NA	"eurofins"	"Lung"	"A427"
"A431_SKIN"	"A431"	NA	"cosmic_clp"	"skin"	"A431"
"A431_SKIN"	"A431"	"910925"	"gdsc"	"skin"	"A431"
"A431_SKIN"	"A431"	NA	"eurofins"	"Skin"	"A431"
"A498_KIDNEY"	"A498_KIDNEY"	"A-498"	"CCLE"	"kidney"	"A498"
"A498_KIDNEY"	"A498"	NA	"cosmic_clp"	"kidney"	"A498"
"A498_KIDNEY"	"A498"	"905948"	"gdsc"	"kidney"	"A498"
"A498_KIDNEY"	"A498"	NA	"eurofins"	"Kidney"	"A498"
"A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"A4/Fuk"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"A4FUK"
"A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"A4-Fuk"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"A4FUK"
"A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"A4-Fuk"	"910934"	"gdsc"	"blood"	"A4FUK"
"A549_LUNG"	"A549_LUNG"	"A549"	"CCLE"	"lung"	"A549"
"A549_LUNG"	"A549"	NA	"cosmic_clp"	"lung"	"A549"
"A549_LUNG"	"A549"	"905949"	"gdsc"	"lung"	"A549"
"A549_LUNG"	"A549"	NA	"eurofins"	"Lung"	"A549"
"A673_BONE"	"A673_BONE"	"A-673"	"CCLE"	"bone"	"A673"
"A673_BONE"	"A673"	NA	"cosmic_clp"	"bone"	"A673"
"A673_BONE"	"A673"	"684052"	"gdsc"	"soft_tissue"	"A673"
"A673_BONE"	"A-673"	NA	"eurofins"	"Soft Tissue (Sarcoma)"	"A673"
"A7_NS"	"A7"	NA	"eurofins"	"Skin"	"A7"
"A704_KIDNEY"	"A704_KIDNEY"	"A-704"	"CCLE"	"kidney"	"A704"
"A704_KIDNEY"	"A704"	NA	"cosmic_clp"	"kidney"	"A704"
"A704_KIDNEY"	"A704"	"910920"	"gdsc"	"kidney"	"A704"
"ABC1_LUNG"	"ABC1_LUNG"	"ABC-1"	"CCLE"	"lung"	"ABC1"
"ABC1_LUNG"	"ABC-1"	NA	"cosmic_clp"	"lung"	"ABC1"
"ABC1_LUNG"	"ABC-1"	"906791"	"gdsc"	"lung"	"ABC1"
"ACCMESO1_PLEURA"	"ACCMESO1_PLEURA"	"ACC-MESO-1"	"CCLE"	"pleura"	"ACCMESO1"
"ACCS_URINARY_TRACT"	"ACCS_URINARY_TRACT"	"ACCS"	"CCLE"	"urinary_tract"	"ACCS"
"ACHN_KIDNEY"	"ACHN_KIDNEY"	"ACHN"	"CCLE"	"kidney"	"ACHN"
"ACHN_KIDNEY"	"ACHN"	NA	"cosmic_clp"	"kidney"	"ACHN"
"ACHN_KIDNEY"	"ACHN"	"905950"	"gdsc"	"kidney"	"ACHN"
"ACHN_KIDNEY"	"ACHN"	NA	"eurofins"	"Kidney"	"ACHN"
"ACN_AUTONOMIC_GANGLIA"	"ACN"	NA	"cosmic_clp"	"autonomic_ganglia"	"ACN"
"ACN_AUTONOMIC_GANGLIA"	"ACN"	"906803"	"gdsc"	"nervous_system"	"ACN"
"AGS_STOMACH"	"AGS_STOMACH"	"AGS"	"CCLE"	"stomach"	"AGS"
"AGS_STOMACH"	"AGS"	NA	"cosmic_clp"	"stomach"	"AGS"
"AGS_STOMACH"	"AGS"	"906790"	"gdsc"	"digestive_system"	"AGS"
"AGS_STOMACH"	"AGS"	NA	"eurofins"	"Colon/GI (Stomach)"	"AGS"
"ALEXANDERCELLS_LIVER"	"ALEXANDERCELLS_LIVER"	"Alexander cells"	"CCLE"	"liver"	"ALEXANDERCELLS"
"ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ALL-PO"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"ALLPO"
"ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ALL-PO"	"910944"	"gdsc"	"blood"	"ALLPO"
"ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ALL-SIL"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"ALLSIL"
"ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ALL-SIL"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"ALLSIL"
"AM38_CENTRAL_NERVOUS_SYSTEM"	"AM38_CENTRAL_NERVOUS_SYSTEM"	"AM-38"	"CCLE"	"central_nervous_system"	"AM38"
"AM38_CENTRAL_NERVOUS_SYSTEM"	"AM-38"	NA	"cosmic_clp"	"central_nervous_system"	"AM38"
"AM38_CENTRAL_NERVOUS_SYSTEM"	"AM-38"	"910933"	"gdsc"	"nervous_system"	"AM38"
"AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"AML-193"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"AML193"
"AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"AMO-1"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"AMO1"
"AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"AMO-1"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"AMO1"
"AN3CA_ENDOMETRIUM"	"AN3CA_ENDOMETRIUM"	"AN3 CA"	"CCLE"	"endometrium"	"AN3CA"
"AN3CA_ENDOMETRIUM"	"AN3-CA"	NA	"cosmic_clp"	"endometrium"	"AN3CA"
"AN3CA_ENDOMETRIUM"	"AN3-CA"	"910781"	"gdsc"	"urogenital_system"	"AN3CA"
"AN3CA_ENDOMETRIUM"	"AN3 CA"	NA	"eurofins"	"Female GU (Uterus)"	"AN3CA"
"ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ARH-77"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"ARH77"
"ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ARH-77"	"906765"	"gdsc"	"blood"	"ARH77"
"ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ARH-77"	NA	"eurofins"	"Haematopoietic and lymphoid (Plasma cell leukemia)"	"ARH77"
"ASH3_THYROID"	"ASH-3"	NA	"cosmic_clp"	"thyroid"	"ASH3"
"ASPC1_PANCREAS"	"ASPC1_PANCREAS"	"AsPC-1"	"CCLE"	"pancreas"	"ASPC1"
"ASPC1_PANCREAS"	"AsPC-1"	NA	"cosmic_clp"	"pancreas"	"ASPC1"
"ASPC1_PANCREAS"	"AsPC-1"	"910702"	"gdsc"	"pancreas"	"ASPC1"
"ASPC1_PANCREAS"	"AsPC-1"	NA	"eurofins"	"Pancreas"	"ASPC1"
"ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ATN-1"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"ATN1"
"ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ATN-1"	"910687"	"gdsc"	"blood"	"ATN1"
"AU565_BREAST"	"AU565_BREAST"	"AU565"	"CCLE"	"breast"	"AU565"
"AU565_BREAST"	"AU565"	NA	"cosmic_clp"	"breast"	"AU565"
"AU565_BREAST"	"AU565"	"910704"	"gdsc"	"breast"	"AU565"
"AU565_BREAST"	"AU565"	NA	"eurofins"	"Breast"	"AU565"
"AZ521_STOMACH"	"AZ521_STOMACH"	"AZ-521"	"CCLE"	"stomach"	"AZ521"
"BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BALL-1"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"BALL1"
"BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BALL-1"	"910705"	"gdsc"	"blood"	"BALL1"
"BB30HNC_UPPER_AERODIGESTIVE_TRACT"	"BB30-HNC"	NA	"cosmic_clp"	"upper_aerodigestive_tract"	"BB30HNC"
"BB30HNC_UPPER_AERODIGESTIVE_TRACT"	"BB30-HNC"	"753531"	"gdsc"	"aero_digestive_tract"	"BB30HNC"
"BB49HNC_UPPER_AERODIGESTIVE_TRACT"	"BB49-HNC"	NA	"cosmic_clp"	"upper_aerodigestive_tract"	"BB49HNC"
"BB49HNC_UPPER_AERODIGESTIVE_TRACT"	"BB49-HNC"	"753532"	"gdsc"	"aero_digestive_tract"	"BB49HNC"
"BB65RCC_KIDNEY"	"BB65-RCC"	NA	"cosmic_clp"	"kidney"	"BB65RCC"
"BB65RCC_KIDNEY"	"BB65-RCC"	"753533"	"gdsc"	"kidney"	"BB65RCC"
"BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BC-1"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"BC1"
"BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BC-1"	"910919"	"gdsc"	"blood"	"BC1"
"BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BC-1"	NA	"eurofins"	"Haematopoietic and lymphoid (Lymphoma)"	"BC1"
"BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BC-3"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"BC3"
"BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BC-3"	"910918"	"gdsc"	"blood"	"BC3"
"BC3C_URINARY_TRACT"	"BC3C_URINARY_TRACT"	"BC-3C"	"CCLE"	"urinary_tract"	"BC3C"
"BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BCP-1"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"BCP1"
"BCPAP_THYROID"	"BCPAP_THYROID"	"B-CPAP"	"CCLE"	"thyroid"	"BCPAP"
"BCPAP_THYROID"	"BCPAP"	NA	"cosmic_clp"	"thyroid"	"BCPAP"
"BCPAP_THYROID"	"BCPAP"	"924104"	"gdsc"	"thyroid"	"BCPAP"
"BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BDCM"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"BDCM"
"BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BE-13"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"BE13"
"BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BE-13"	"906763"	"gdsc"	"blood"	"BE13"
"BE2C_NS"	"BE(2)C"	NA	"eurofins"	"CNS (Brain)"	"BE2C"
"BE2M17_AUTONOMIC_GANGLIA"	"BE2-M17"	NA	"cosmic_clp"	"autonomic_ganglia"	"BE2M17"
"BECKER_CENTRAL_NERVOUS_SYSTEM"	"BECKER_CENTRAL_NERVOUS_SYSTEM"	"Becker"	"CCLE"	"central_nervous_system"	"BECKER"
"BECKER_CENTRAL_NERVOUS_SYSTEM"	"Becker"	NA	"cosmic_clp"	"central_nervous_system"	"BECKER"
"BECKER_CENTRAL_NERVOUS_SYSTEM"	"Becker"	"906746"	"gdsc"	"nervous_system"	"BECKER"
"BEN_LUNG"	"BEN_LUNG"	"BEN"	"CCLE"	"lung"	"BEN"
"BEN_LUNG"	"BEN"	NA	"cosmic_clp"	"lung"	"BEN"
"BEN_LUNG"	"BEN"	"753534"	"gdsc"	"lung"	"BEN"
"BEWO_NS"	"BeWo"	NA	"eurofins"	"Female GU (Placenta)"	"BEWO"
"BFTC905_URINARY_TRACT"	"BFTC905_URINARY_TRACT"	"BFTC-905"	"CCLE"	"urinary_tract"	"BFTC905"
"BFTC905_URINARY_TRACT"	"BFTC-905"	NA	"cosmic_clp"	"urinary_tract"	"BFTC905"
"BFTC905_URINARY_TRACT"	"BFTC-905"	"910926"	"gdsc"	"urogenital_system"	"BFTC905"
"BFTC905_URINARY_TRACT"	"BFTC-905"	NA	"eurofins"	"Bladder"	"BFTC905"
"BFTC909_KIDNEY"	"BFTC909_KIDNEY"	"BFTC-909"	"CCLE"	"kidney"	"BFTC909"
"BFTC909_KIDNEY"	"BFTC-909"	NA	"cosmic_clp"	"kidney"	"BFTC909"
"BFTC909_KIDNEY"	"BFTC-909"	"910698"	"gdsc"	"kidney"	"BFTC909"
"BHT101_THYROID"	"BHT101_THYROID"	"BHT-101"	"CCLE"	"thyroid"	"BHT101"
"BHT101_THYROID"	"BHT-101"	NA	"cosmic_clp"	"thyroid"	"BHT101"
"BHT101_THYROID"	"BHT-101"	"906696"	"gdsc"	"thyroid"	"BHT101"
"BHT101_THYROID"	"BHT-101"	NA	"eurofins"	"Endocrine (Thyroid)"	"BHT101"
"BHY_UPPER_AERODIGESTIVE_TRACT"	"BHY_UPPER_AERODIGESTIVE_TRACT"	"BHY"	"CCLE"	"upper_aerodigestive_tract"	"BHY"
"BHY_UPPER_AERODIGESTIVE_TRACT"	"BHY"	NA	"cosmic_clp"	"upper_aerodigestive_tract"	"BHY"
"BHY_UPPER_AERODIGESTIVE_TRACT"	"BHY"	"753535"	"gdsc"	"aero_digestive_tract"	"BHY"
"BICR10_UPPER_AERODIGESTIVE_TRACT"	"BICR10"	NA	"cosmic_clp"	"upper_aerodigestive_tract"	"BICR10"
"BICR16_UPPER_AERODIGESTIVE_TRACT"	"BICR16_UPPER_AERODIGESTIVE_TRACT"	"BICR 16"	"CCLE"	"upper_aerodigestive_tract"	"BICR16"
"BICR18_UPPER_AERODIGESTIVE_TRACT"	"BICR18_UPPER_AERODIGESTIVE_TRACT"	"BICR 18"	"CCLE"	"upper_aerodigestive_tract"	"BICR18"
"BICR22_UPPER_AERODIGESTIVE_TRACT"	"BICR22_UPPER_AERODIGESTIVE_TRACT"	"BICR 22"	"CCLE"	"upper_aerodigestive_tract"	"BICR22"
"BICR22_UPPER_AERODIGESTIVE_TRACT"	"BICR22"	NA	"cosmic_clp"	"upper_aerodigestive_tract"	"BICR22"
"BICR31_UPPER_AERODIGESTIVE_TRACT"	"BICR31_UPPER_AERODIGESTIVE_TRACT"	"BICR 31"	"CCLE"	"upper_aerodigestive_tract"	"BICR31"
"BICR31_UPPER_AERODIGESTIVE_TRACT"	"BICR31"	NA	"cosmic_clp"	"upper_aerodigestive_tract"	"BICR31"
"BICR56_UPPER_AERODIGESTIVE_TRACT"	"BICR56_UPPER_AERODIGESTIVE_TRACT"	"BICR 56"	"CCLE"	"upper_aerodigestive_tract"	"BICR56"
"BICR6_UPPER_AERODIGESTIVE_TRACT"	"BICR6_UPPER_AERODIGESTIVE_TRACT"	"BICR 6"	"CCLE"	"upper_aerodigestive_tract"	"BICR6"
"BICR78_UPPER_AERODIGESTIVE_TRACT"	"BICR78"	NA	"cosmic_clp"	"upper_aerodigestive_tract"	"BICR78"
"BJHTERT_SKIN"	"BJHTERT_SKIN"	"BJ hTERT"	"CCLE"	"skin"	"BJHTERT"
"BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BL-41"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"BL41"
"BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BL-41"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"BL41"
"BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BL-41"	"910706"	"gdsc"	"blood"	"BL41"
"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BL-70"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"BL70"
"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BL-70"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"BL70"
"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BL-70"	"910707"	"gdsc"	"blood"	"BL70"
"BM1604_NS"	"BM-1604"	NA	"eurofins"	"Prostate"	"BM1604"
"BOKU_UROGENITAL_SYSTEM"	"BOKU"	"753536"	"gdsc"	"urogenital_system"	"BOKU"
"BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BONNA-12"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"BONNA12"
"BPH1_PROSTATE"	"BPH-1"	NA	"cosmic_clp"	"prostate"	"BPH1"
"BPH1_PROSTATE"	"BPH-1"	"924105"	"gdsc"	"urogenital_system"	"BPH1"
"BPH1_PROSTATE"	"BPH1"	NA	"eurofins"	"Prostate"	"BPH1"
"BT20_BREAST"	"BT20_BREAST"	"BT-20"	"CCLE"	"breast"	"BT20"
"BT20_BREAST"	"BT-20"	NA	"cosmic_clp"	"breast"	"BT20"
"BT20_BREAST"	"BT-20"	"906801"	"gdsc"	"breast"	"BT20"
"BT20_BREAST"	"BT20"	NA	"eurofins"	"Breast"	"BT20"
"BT474_BREAST"	"BT474_BREAST"	"BT-474"	"CCLE"	"breast"	"BT474"
"BT474_BREAST"	"BT-474"	NA	"cosmic_clp"	"breast"	"BT474"
"BT474_BREAST"	"BT-474"	"946359"	"gdsc"	"breast"	"BT474"
"BT474_BREAST"	"BT474"	NA	"eurofins"	"Breast"	"BT474"
"BT483_BREAST"	"BT483_BREAST"	"BT-483"	"CCLE"	"breast"	"BT483"
"BT483_BREAST"	"BT-483"	NA	"cosmic_clp"	"breast"	"BT483"
"BT549_BREAST"	"BT549_BREAST"	"BT-549"	"CCLE"	"breast"	"BT549"
"BT549_BREAST"	"BT-549"	NA	"cosmic_clp"	"breast"	"BT549"
"BT549_BREAST"	"BT-549"	"905951"	"gdsc"	"breast"	"BT549"
"BT549_BREAST"	"BT-549"	NA	"eurofins"	"Breast"	"BT549"
"BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BV-173"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"BV173"
"BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BV-173"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"BV173"
"BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BV-173"	"910710"	"gdsc"	"blood"	"BV173"
"BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"BV-173"	NA	"eurofins"	"Haematopoietic and lymphoid (Chronic myeloid leukemia)"	"BV173"
"BXPC3_PANCREAS"	"BXPC3_PANCREAS"	"BxPC-3"	"CCLE"	"pancreas"	"BXPC3"
"BXPC3_PANCREAS"	"BxPC-3"	NA	"cosmic_clp"	"pancreas"	"BXPC3"
"BXPC3_PANCREAS"	"BxPC-3"	"906693"	"gdsc"	"pancreas"	"BXPC3"
